FICHE;SECT1;SECT2;ECH;NUMPERS;O1A1;O1A2;O1A3;O1A4;O1A5;O1A6;O1A7;O2 ;O3A1;O3A2;O3A3;O3A4;O3A5;O3A6;O3A7;O3A8;O3A9;O4 ;O5A1;O5A2;O5A3;O5A4;O5A5;O5A6;O5A7;O6A1;O6A2;O6A3;O7A1;O7A2;O7A3;O8A1;O8A2;O8A3;L20 ;L21;L22;L23;L24 ;L25 ;L26 ;L27 ;L28;L29;L17A1 ;L18A1 ;L18B1 ;L19A1 ;L19B1 ;L17A2 ;L18A2 ;L18B2 ;L19A2 ;L19B2 ;L17A3 ;L18A3 ;L18B3 ;L19A3 ;L19B3 ;L17A4 ;L18A4 ;L18B4 ;L19A4 ;L19B4 ;L17A5 ;L18A5 ;L18B5 ;L19A5 ;L19B5 ;L17A6 ;L18A6 ;L18B6 ;L19A6 ;L19B6 ;L17A7 ;L18A7 ;L18B7 ;L19A7 ;L19B7 ;L17A8 ;L18A8 ;L18B8 ;L19A8 ;L19B8 ;L17A9 ;L18A9 ;L18B9 ;L19A9 ;L19B9 ;L30A1 ;L30A2 ;Coef
5;35;7;18;1;1;1;1;1;2;1;1;7;1;1;2;1;1;1;1;1;1;9;1;2;2;2;1;2;1;3;18;4;3;16;22;3;1;52;1;1156;;1563;2;1;5;4;800008;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;79.6493
5;35;4;20;1;1;1;1;1;2;2;1;2;2;1;1;1;2;1;1;1;1;8;2;1;2;2;1;1;2;3;22;24;3;38;26;2;3;4;1;1162;;1563;1;1;5;4;800010;4;2;;;;;2;;;;;2;;;;;1;35;4;1;;2;;;;;1;18;4;5;;2;;;;;2;;;;;1;28;2;5;;3;1;68.4108
5;35;11;21;2;1;1;1;1;1;1;1;7;1;1;1;2;2;1;1;2;1;1;2;1;2;1;2;1;1;2;10;24;24;25;35;25;1;29;1;5015;;1564;3;1;5;2;800009;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;64.56
5;35;7;22;1;1;1;1;1;2;1;1;7;1;1;1;2;2;1;1;1;1;8;1;2;2;2;1;1;1;3;48;10;3;1;10;25;1;53;1;1156;;1564;3;1;6;4;800006;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;79.6493
5;35;9;24;1;1;1;1;1;1;1;1;3;2;1;1;1;2;1;1;2;1;2;1;1;2;2;1;1;1;30;24;28;4;16;51;1;18;4;1;1198;;1564;2;2;;;;;1;33;5;2;;2;;;;;1;33;2;2;;1;37;2;2;;2;;;;;2;;;;;2;;;;;1;35;9;1;;2;;;;;;;79.6493
5;35;12;25;2;1;1;1;1;1;1;1;7;1;1;1;1;2;1;1;1;1;8;1;1;2;2;1;1;1;3;24;7;3;34;;4;3;17;1;1162;;1564;2;1;5;3;800999;2;1;25;3;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;42;14;4;;3;8;64.56
5;35;7;27;1;2;2;2;1;1;1;1;5;1;2;1;1;2;2;2;1;2;8;1;1;2;2;1;1;1;88;3;10;3;2;5;25;17;3;1;1156;;1563;3;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;24;3;4;;1;11;9;4;;2;;;;;2;;;;;2;;79.6493
5;35;8;28;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;7;3;1;2;2;1;1;1;24;22;13;35;27;22;3;58;64;1;1155;;1564;2;1;4;4;800016;5;2;;;;;2;;;;;2;;;;;1;37;4;9;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;1;68.4108
5;35;7;29;3;1;2;1;1;1;1;1;5;1;2;1;1;2;1;1;1;1;9;2;1;2;1;1;1;1;3;4;10;10;18;3;3;52;1;1;1156;;1563;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;12;;68.4108
5;35;12;30;2;1;1;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;9;1;1;2;1;1;1;2;10;22;24;10;22;25;3;4;25;1;1168;;1564;3;1;5;3;800009;2;1;36;6;1;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;37;4;5;;2;;;;;2;;64.56
5;35;11;31;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;6;2;1;2;2;1;1;1;24;22;30;3;1;7;3;1;25;1;1162;;1564;3;1;5;4;700109;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;43;6;9;6;;;79.6493
5;35;7;32;1;1;1;2;1;1;2;1;7;1;2;1;2;2;1;1;2;2;6;1;1;2;2;1;1;1;1;6;3;3;38;4;29;17;8;1;1156;;1564;1;1;5;4;800008;4;2;;;;;2;;;;;1;11;8;9;;1;34;6;9;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;68.4108
5;35;7;33;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;8;1;1;2;2;2;2;1;3;25;32;3;28;22;3;25;4;1;1156;;1563;3;1;5;3;800010;2;2;;;;;2;;;;;1;37;4;9;;1;37;1;9;;2;;;;;2;;;;;1;37;2;9;;1;37;2;9;;2;;;;;;;64.56
5;35;4;34;2;1;1;1;1;2;1;1;6;2;2;2;2;2;2;1;1;2;8;1;1;2;2;2;1;2;3;1;28;3;21;2;3;1;2;1;1198;;1564;1;1;4;4;800999;5;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;61;25;4;2;1;61;25;2;;1;61;25;4;;1;61;25;4;;;;64.56
5;35;12;35;2;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;7;2;1;2;2;1;1;1;24;62;27;3;71;86;3;1;4;1;1162;;1564;3;1;5;4;800009;2;1;11;9;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;;64.56
5;35;8;36;1;1;2;2;1;2;1;1;6;2;2;1;1;2;1;1;1;1;7;3;1;2;1;2;1;1;10;24;25;3;28;35;4;17;25;1;1156;;1564;3;1;5;4;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;968;297;4;;2;;;;;2;;;;;1;968;297;6;;3;;79.6493
5;35;9;37;1;1;2;1;1;1;1;1;4;2;2;1;1;2;2;1;1;1;8;2;1;2;2;2;1;2;24;3;;1;3;4;4;2;25;1;1156;;1564;3;1;5;4;800001;2;2;;;;;2;;;;;1;968;66;5;;2;;;;;1;62;20;5;;2;;;;;2;;;;;2;;;;;1;968;66;5;;3;;64.56
5;35;10;38;1;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;4;2;1;2;1;1;1;2;24;10;;13;17;10;3;2;;2;;999;1564;3;1;5;3;800999;2;1;35;4;4;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;2;4;4;;1;2;4;4;;;;79.6493
5;35;4;39;2;1;1;1;1;1;1;1;7;1;1;1;1;1;2;1;1;1;7;1;1;2;2;2;2;1;24;22;3;3;24;22;3;4;22;2;;1001;1564;3;1;5;2;800009;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;6;;76.7392
5;35;7;41;2;1;1;2;1;2;1;1;7;1;1;1;2;1;1;1;1;1;7;2;1;2;2;1;1;1;10;7;6;10;3;;26;29;;1;1198;;1564;1;1;5;3;800001;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;;64.56
5;35;4;43;2;1;1;2;1;3;1;1;1;2;1;1;1;2;1;1;1;1;4;1;1;2;2;1;1;2;24;7;10;4;9;22;3;1;17;1;1197;;1563;2;1;5;4;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;1;64.56
5;35;10;46;2;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;2;1;2;2;1;1;1;24;3;;10;3;4;4;11;;1;1162;;1564;1;1;4;4;800999;2;2;;;;;2;;;;;1;35;2;1;;1;35;4;1;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;64.56
5;35;8;48;1;1;1;1;1;1;1;1;5;1;1;1;2;2;1;1;1;1;9;1;2;2;1;1;1;1;6;3;;3;34;32;1;2;15;1;1155;;1563;3;1;4;2;800006;2;2;;;;;2;;;;;1;33;2;4;;2;;;;;2;;;;;1;37;2;9;;2;;;;;1;37;4;9;;1;32;9;4;;7;9;79.6493
5;35;9;49;1;1;1;1;1;2;1;1;4;1;1;2;2;1;2;1;1;2;1;1;1;2;2;1;1;1;3;2;1;3;13;11;17;12;3;1;1197;;1563;1;1;5;4;800009;2;2;;;;;2;;;;;2;;;;;1;35;4;1;;2;;;;;2;;;;;1;35;4;1;;2;;;;;2;;;;;6;3;64.56
5;35;8;50;2;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;2;1;2;2;1;1;2;3;1;22;3;98;22;17;2;1;1;1156;;1563;2;1;5;3;800111;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;7;76.7392
5;35;8;51;1;1;2;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;3;2;1;2;2;1;1;2;7;6;24;13;38;3;25;3;1;1;1001;;1563;3;1;4;3;800010;2;2;;;;;2;;;;;2;;;;;1;35;4;1;;2;;;;;2;;;;;1;800;10;5;;1;35;9;1;;2;;;;;3;8;64.56
5;35;7;52;1;1;2;2;1;2;2;1;1;2;1;2;2;2;2;1;1;1;8;2;1;2;2;1;1;2;6;1;9;4;3;10;4;1;3;1;1001;;1563;3;1;4;4;800011;2;1;35;7;5;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;7;64.56
5;35;11;53;1;1;2;2;1;2;1;1;4;1;1;1;1;2;1;1;1;1;3;2;1;2;2;1;1;1;15;7;3;3;1;37;7;15;17;1;1004;;1564;2;2;;;;;2;;;;;2;;;;;2;;;;;1;35;4;1;;2;;;;;2;;;;;1;34;9;1;;2;;;;;2;;;;;2;3;79.6493
5;35;4;55;1;1;2;2;1;2;2;1;1;1;1;1;1;2;1;1;3;1;7;2;1;2;2;1;2;3;1;3;24;3;1;34;17;11;4;1;1156;;1564;3;1;5;4;800010;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;35;1;1;;2;;;;;2;;;;;;;79.6493
5;35;6;57;1;1;1;1;1;1;1;1;5;1;1;1;1;2;1;1;1;1;2;1;1;2;2;1;1;2;1;22;3;3;22;9;1;17;7;1;1001;;1563;1;1;5;3;800011;5;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;988;413;5;;1;3;79.6493
5;35;7;58;2;1;2;2;1;2;2;1;1;2;2;2;2;2;1;2;2;2;6;2;1;2;2;1;1;1;3;6;13;1;2;3;17;11;12;1;1156;;1564;1;1;5;3;800010;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;24;10;4;;1;24;10;4;;2;;;;;3;7;64.56
5;35;11;60;1;1;1;1;2;2;1;2;3;1;2;2;1;1;2;1;1;1;8;2;1;2;2;1;1;1;22;23;94;2;3;;3;25;;1;1198;;1564;3;1;4;4;800999;5;1;36;5;2;;2;;;;;2;;;;;2;;;;;2;;;;;1;33;3;2;;2;;;;;1;33;3;2;;1;36;6;2;;;;79.6493
5;35;7;61;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;7;1;1;2;2;1;1;1;22;24;27;3;1;2;1;17;3;1;1156;;1563;2;1;5;4;800999;4;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;11;11;2;;2;;;;;2;;;;;1;34;10;1;;1;2;79.6493
5;35;7;63;1;2;2;2;1;2;1;1;4;1;1;1;2;2;1;2;1;1;;1;1;2;2;2;2;2;3;11;53;3;22;26;36;22;20;1;1156;;1564;2;1;5;4;800010;2;2;;;;;1;33;3;9;;2;;;;;2;;;;;2;;;;;1;37;9;1;;1;37;2;1;;1;37;13;1;;2;;;;;;;79.6493
5;35;3;64;1;1;2;1;1;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;2;2;2;1;1;2;30;7;16;1;25;;17;15;;1;1149;;1563;1;1;5;2;700999;2;1;37;12;8;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;11;;64.56
5;35;8;65;1;1;2;1;1;1;1;1;7;1;2;1;2;2;1;1;1;1;8;2;1;2;1;3;1;3;3;22;;3;2;10;25;4;44;1;1156;;1563;1;1;5;3;800999;4;2;;;;;2;;;;;1;35;4;1;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;79.6493
5;35;12;67;1;1;1;1;2;1;1;1;7;1;1;1;2;2;1;1;1;1;7;2;1;2;2;1;1;1;7;25;24;2;3;4;24;7;27;1;1162;;1564;1;1;5;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;33;8;1;;2;;;;;2;;;;;;;68.4108
5;35;7;68;1;1;1;1;1;1;1;2;3;1;1;1;1;1;1;1;1;1;7;2;1;2;2;1;1;2;22;24;30;22;35;;4;1;17;2;;99;1563;2;1;5;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;;64.56
5;35;8;70;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;1;2;1;7;2;1;2;2;1;1;3;24;25;3;6;4;1;4;7;17;1;1198;;1563;1;1;2;4;700136;3;1;27;12;8;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;77.7187
5;35;4;71;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;15;3;7;10;36;;3;7;4;1;1198;;1563;3;1;5;2;800001;4;2;;;;;2;;;;;1;37;2;9;;2;;;;;2;;;;;1;37;2;9;;1;37;4;1;;2;;;;;2;;;;;5;3;79.6493
5;35;8;73;1;1;1;1;2;1;1;1;3;1;2;2;1;1;1;1;2;1;5;2;1;1;2;1;2;2;3;1;24;32;22;3;4;15;17;1;1156;;1563;1;1;4;4;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;1;26;10;1;;2;;;;;1;35;2;1;;2;;;;;1;25;14;9;;;;79.6493
5;35;7;76;2;1;2;1;2;1;1;2;6;1;2;2;2;2;2;1;1;1;8;2;1;2;1;1;1;1;22;10;24;3;22;4;10;11;17;1;1156;;1563;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;26;8;9;;2;;;;;2;;;;;1;26;9;;;3;;64.8018
5;35;9;77;1;1;1;1;1;1;1;1;4;1;1;2;1;2;1;1;1;1;7;2;1;2;2;1;1;2;24;28;36;2;3;;4;3;17;1;1156;;1563;1;1;2;3;700999;3;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;700;999;6;;9;7;79.6493
5;35;11;78;2;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;6;2;2;2;2;1;2;2;3;24;28;3;38;34;3;25;1;1;1162;;1563;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;37;13;9;;2;;;;;3;;64.56
5;35;3;79;1;1;2;2;1;2;2;1;7;1;1;1;1;3;1;1;1;1;2;2;2;2;3;1;1;2;3;10;32;3;4;22;3;4;17;1;1149;;1564;1;1;3;3;700137;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;8;64.56
5;35;12;82;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;1;1;1;2;2;1;1;2;27;66;88;16;27;71;15;3;1;1;1162;;1563;1;1;4;4;800999;2;2;;;;;2;;;;;1;988;413;4;;2;;;;;2;;;;;2;;;;;2;;;;;1;988;413;4;;1;988;413;4;;1;3;76.7392
5;35;9;83;1;1;2;2;1;1;1;1;4;2;2;1;1;2;1;2;2;2;6;2;1;1;1;1;1;2;22;24;27;21;31;37;3;2;27;1;1198;;1564;1;1;5;4;800999;4;2;;;;;2;;;;;2;;;;;1;35;4;1;;2;;;;;1;19;2;8;9;2;;;;;2;;;;;2;;;;;1;12;79.6493
5;35;4;86;1;1;1;1;1;1;1;1;5;2;1;1;1;2;1;1;1;1;7;2;1;1;2;1;2;1;94;54;24;85;91;1;85;1;13;2;;24;1564;1;2;;;;;2;;;;;2;;;;;1;11;9;4;;2;;;;;2;;;;;1;35;7;1;;2;;;;;2;;;;;1;35;7;1;;7;3;79.6493
5;35;8;87;1;1;2;1;1;1;3;1;1;2;1;1;1;2;1;3;1;1;9;1;1;2;2;1;1;1;3;24;22;3;22;34;29;3;4;1;1156;;1563;1;1;5;4;800999;4;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;26;7;1;;2;;;;;2;;;;;1;34;4;1;;;;79.6493
5;35;10;92;1;1;2;1;1;2;2;2;4;1;2;1;1;1;2;1;1;1;8;2;1;1;2;2;1;1;13;3;10;10;;;4;15;25;1;1197;;1564;1;1;6;4;700992;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;33;8;4;;2;;;;;2;;;;;2;;;;;2;;64.56
5;35;4;94;1;1;1;2;2;1;2;2;1;2;2;1;1;2;2;1;1;2;8;2;1;2;1;1;1;1;36;3;25;3;4;32;3;4;2;2;;999;1564;2;1;5;2;800011;2;1;37;2;2;;2;;;;;1;35;4;1;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;;64.56
5;35;6;95;2;1;1;2;2;3;2;2;1;1;1;2;1;2;2;1;1;1;7;2;2;2;2;1;1;3;28;24;25;3;1;22;92;25;4;1;1156;;1563;2;1;5;1;800011;2;2;;;;;2;;;;;1;11;9;9;;1;35;7;1;;2;;;;;2;;;;;1;11;9;9;;2;;;;;2;;;;;2;8;68.4108
5;35;3;97;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;1;2;2;1;1;1;24;3;10;13;4;53;3;1;4;1;1156;;1564;2;1;4;4;800999;2;1;33;1;4;;2;;;;;2;;;;;2;;;;;2;;;;;1;35;3;1;;2;;;;;2;;;;;2;;;;;;;76.7392
5;35;9;101;1;1;2;2;1;1;2;2;1;1;2;1;1;3;2;1;1;1;4;2;1;2;2;1;1;1;3;24;7;4;51;3;7;4;15;1;1156;;1563;2;1;1;1;700099;3;2;;;;;2;;;;;1;800;11;4;;2;;;;;2;;;;;1;28;14;2;;2;;;;;1;35;9;1;;1;36;8;2;;3;;64.56
5;35;8;102;1;2;1;2;2;2;1;2;6;2;2;1;2;2;1;2;2;2;6;1;2;1;1;2;1;2;22;3;60;10;3;22;43;83;98;2;;999;1564;2;1;5;2;800999;4;2;;;;;2;;;;;1;28;1;9;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;;76.7392
5;35;11;103;1;1;1;1;1;1;1;1;7;1;2;1;1;2;1;1;1;1;1;2;1;2;2;1;1;1;1;3;24;3;10;22;2;16;11;1;1162;;1564;3;1;5;3;800999;2;2;;;;;2;;;;;2;;;;;1;34;4;2;9;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;;68.4108
5;35;8;104;1;1;1;1;1;1;1;1;1;1;1;2;1;3;1;1;1;1;9;2;1;2;2;1;1;1;7;3;13;45;22;3;60;71;4;1;1156;;1564;2;1;4;4;700137;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;37;13;2;;2;;;;;1;37;13;2;;3;1;79.6493
5;35;7;105;1;2;2;2;2;1;2;1;7;2;1;2;2;2;2;1;1;1;8;2;1;2;1;1;1;1;13;10;3;85;18;7;15;17;10;1;1156;;1563;1;1;5;4;800014;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;35;7;1;;2;;;;;2;;;;;2;3;64.56
5;35;6;106;1;2;1;1;2;1;1;1;5;1;2;1;1;2;1;1;1;2;4;2;2;2;2;1;1;2;3;24;22;3;22;34;7;17;36;1;1156;;1563;3;1;5;3;800010;4;2;;;;;2;;;;;1;37;11;;;2;;;;;2;;;;;2;;;;;1;37;2;;;1;37;2;;;2;;;;;3;2;79.6493
5;35;9;107;1;1;2;2;1;2;1;1;1;1;1;1;1;2;1;1;1;1;8;1;1;2;2;1;1;3;30;22;24;10;2;5;3;2;4;1;1156;;1564;2;1;5;4;800009;2;1;30;2;9;;2;;;;;1;35;2;1;;1;30;2;1;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;12;79.6493
5;35;7;108;1;1;3;2;1;2;2;2;1;2;1;1;1;2;1;1;1;1;8;3;1;2;2;1;1;2;3;1;7;22;3;28;3;11;4;1;1156;;1564;1;1;5;4;800010;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;957;631;4;;7;3;79.6493
5;35;7;109;1;1;2;2;1;2;2;1;1;2;1;1;1;3;1;1;1;1;8;2;1;2;2;1;1;1;22;24;28;34;3;;1;7;3;1;1156;;1563;1;1;5;3;800008;2;1;37;2;2;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;8;7;79.6493
5;35;9;110;1;1;2;2;1;2;1;1;4;2;1;1;2;2;1;1;1;1;9;2;2;2;1;3;1;2;3;2;24;22;4;1;4;2;29;1;1156;;1564;1;1;4;4;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;79.6493
5;35;7;111;2;1;1;1;1;1;1;3;2;1;1;1;1;2;1;1;2;2;7;2;1;2;2;1;1;1;21;24;7;3;27;10;1;7;11;1;1156;;1563;1;1;4;4;800999;5;2;;;;;2;;;;;2;;;;;1;35;4;1;;2;;;;;2;;;;;1;968;294;5;;1;968;294;5;;2;;;;;;;64.56
5;35;8;112;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;3;2;1;2;2;1;1;1;4;;;3;34;38;11;;;1;1155;;1563;3;1;5;4;700109;3;2;;;;;2;;;;;1;35;2;;;1;35;4;;;2;;;;;1;1;21;;;2;;;;;2;;;;;2;;;;;6;3;79.6493
5;35;4;114;1;1;2;2;1;3;1;1;1;1;1;1;1;2;1;1;1;1;8;2;1;2;2;1;3;1;7;6;3;16;3;4;3;1;17;1;1197;;1563;2;1;3;4;800010;5;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;1;79.6493
5;35;8;115;1;1;1;3;1;1;3;1;4;1;3;1;1;3;1;1;1;1;9;3;1;2;2;1;1;3;1;6;3;95;22;3;3;2;4;1;1156;;1564;2;1;5;4;800010;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;52;4;;2;;;;;2;;;;;1;50;26;4;;1;7;64.56
5;35;7;116;2;1;2;1;3;2;1;1;7;1;1;1;1;2;1;1;1;1;8;1;1;2;2;1;1;1;7;6;64;3;25;1;3;25;16;1;1156;;1563;1;2;;;;;2;;;;;2;;;;;1;30;1;9;;2;;;;;1;36;4;1;;2;;;;;2;;;;;1;30;1;9;;2;;;;;;;64.56
5;35;4;117;1;1;1;1;1;1;1;1;5;1;2;2;1;2;1;1;1;1;8;1;1;2;2;3;1;1;21;32;36;21;3;13;3;1;3;1;1198;;1563;1;1;5;3;800999;4;2;;;;;2;;;;;1;30;1;9;2;2;;;;;2;;;;;2;;;;;1;30;1;9;;2;;;;;2;;;;;;;64.56
5;35;10;118;1;1;2;2;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;1;2;2;7;24;13;3;34;11;4;25;3;1;1198;;1534;2;1;5;3;800010;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;968;78;4;;1;968;78;4;;1;11;2;4;;3;2;79.6493
5;35;4;119;2;1;1;2;1;2;1;1;1;2;2;1;1;3;1;1;1;1;8;1;1;2;2;1;1;2;13;22;3;3;1;4;11;1;17;1;1137;;1564;1;1;4;4;800999;2;2;;;;;2;;;;;2;;;;;1;35;4;1;;2;;;;;2;;;;;1;42;12;4;;2;;;;;1;42;12;4;;3;7;64.56
5;35;7;122;1;1;2;2;2;2;2;1;;1;1;1;2;2;1;2;1;1;9;1;2;2;1;1;1;1;3;7;13;13;1;34;25;17;2;1;1156;;1564;2;1;4;3;700109;2;2;;;;;2;;;;;2;;;;;1;35;7;1;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;64.56
5;35;11;124;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;94;22;3;2;4;94;4;2;1;1162;;1564;1;1;4;4;700116;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;35;2;1;;1;35;2;1;;2;;;;;1;36;8;5;;;;79.6493
5;35;8;125;2;1;2;2;1;2;1;1;1;2;2;1;2;2;1;2;1;2;8;1;1;2;2;1;1;2;3;1;22;10;4;22;25;3;29;1;1156;;1563;1;1;4;3;800008;2;2;;;;;2;;;;;2;;;;;1;990;10;10;;2;;;;;1;990;10;10;;1;990;10;10;;1;990;10;10;;1;990;10;10;;;;64.56
5;35;12;126;2;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;2;3;1;2;1;2;1;1;16;16;57;3;3;28;45;3;25;1;1162;;1564;2;1;5;2;700081;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;45;6;4;;2;6;64.56
5;35;7;127;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;8;2;1;2;1;1;1;1;13;3;3;1;2;3;3;12;11;1;1156;;1563;3;1;5;2;800010;2;2;;;;;2;;;;;1;700;109;5;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;20;8;4;;1;3;64.56
5;35;7;128;1;1;1;2;1;2;1;1;7;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;19;;;60;3;45;31;;;1;1156;;1564;1;1;3;4;700099;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;28;14;;;2;;;;;2;;;;;3;7;79.6493
5;35;4;129;1;1;1;1;1;1;2;1;7;1;1;1;1;2;2;1;1;1;7;2;3;2;1;3;2;2;7;3;12;35;55;22;25;27;11;1;1155;;1563;3;1;5;4;800010;2;2;;;;;2;;;;;1;11;9;5;;1;35;4;1;;2;;;;;1;37;8;1;;2;;;;;2;;;;;1;60;48;4;;1;4;79.6493
5;35;8;130;2;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;9;2;1;1;3;1;1;1;3;24;22;3;38;33;25;4;2;1;1156;;1563;2;1;5;3;800010;2;2;;;;;2;;;;;2;;;;;1;968;66;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;64.56
5;35;11;132;2;1;2;2;1;2;1;1;1;1;1;1;1;2;1;1;1;1;7;1;1;2;1;2;2;2;28;32;3;53;3;1;8;2;45;1;1162;;1563;3;1;5;3;800011;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;8;64.56
