FICHE;SECT1;SECT2;ECH;NUMPERS;P2;P3;P4;P5;P6;P7;P8;P9;P10;Codif_PCS;P14;P15SECTEUR;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P1;P12A1;P12B1;P13A1;P12A2;P12B2;P13A2;P12A3;P12B3;P13A3;L10;L11;L12;P24A;P24B;Coef
2;29;002;046;02;2;2;73;2;2;2;6;7;0;32;;;;;;5;5;5;4;1;1;1;1;1;1;1;;;;;;;;;;5;3;028.1426
2;29;002;046;03;1;3;34;2;1;1;6;6;0;36;;;;;;4;5;5;4;1;1;3;1;5;;;;;;;;;;;;5;2;028.1426
2;29;002;047;01;1;1;35;1;1;1;5;9;0;47;;;;;;5;5;5;3;1;5;1;1;1;2;2;;;;;;;41;;;5;5;032.7658
2;29;003;048;01;2;1;46;1;1;1;3;1;0;51;2;011014;1;3;;5;5;1;3;3;3;1;1;5;;;;;;;;;;05;1;5;4;026.5584
2;29;003;048;02;2;3;19;1;1;2;0;3;0;89;2;014002;3;;3;4;5;5;2;1;1;1;1;1;2;1;;;;;;;24;;;5;5;026.5584
2;29;003;049;01;1;1;77;1;2;1;6;7;0;36;;;;;;3;5;1;1;2;2;1;1;5;;;;;;;;;;;;5;5;028.8417
2;29;003;049;02;2;2;62;2;2;1;6;7;0;41;;;;;;3;5;1;1;2;2;1;1;5;;;;;;;;;;;;5;5;028.8417
2;29;003;049;03;1;3;20;1;1;1;0;4;0;87;2;031007;1;3;;3;5;1;1;2;2;1;1;5;;;;;;;;;;;;5;4;028.8417
2;29;002;050;01;1;1;57;1;2;2;1;9;0;61;;;;;;5;5;5;4;1;1;1;1;1;1;1;;;;;;;;;;5;5;032.7658
2;29;002;051;01;2;1;34;1;2;1;2;6;0;56;;;;;;4;5;1;4;4;4;1;1;5;;;;;;;;;;;;5;5;031.5686
2;29;002;051;02;1;3;15;2;2;2;0;5;0;84;2;029005;;;;4;5;5;2;3;3;1;1;1;1;1;;;;;;;;;;5;5;031.5686
2;29;002;051;03;2;3;12;2;2;2;0;5;0;84;2;029005;;;;4;5;5;2;3;3;1;1;1;1;1;;;;;;;;;;5;5;031.5686
2;29;002;051;04;2;3;07;2;2;2;0;5;0;83;2;029002;;;;4;5;5;2;3;3;1;1;1;1;1;;;;;;;;;;5;5;031.5686
2;29;002;052;01;1;1;42;1;2;1;2;1;0;51;2;019010;1;2;;5;5;1;5;5;5;1;1;5;;;;;;;;;;08;2;5;5;026.6579
2;29;002;052;02;2;2;42;1;2;2;2;2;0;56;2;029002;3;;3;5;5;5;2;4;4;1;1;5;;;;;;;;;;04;6;5;5;026.6579
2;29;002;052;03;1;3;18;1;2;2;3;6;0;82;;;;;;2;5;5;4;4;4;1;1;5;;;;;;;;;;;;5;5;026.6579
2;29;002;052;04;2;3;15;1;2;2;0;5;0;84;2;029005;;;;3;5;5;4;1;1;1;1;1;2;1;;;;;;;16;;;5;5;026.6579
2;29;002;052;05;1;3;12;1;2;2;0;5;0;83;2;029005;;;;3;5;5;4;1;1;1;1;1;2;1;;;;;;;16;;;5;5;026.6579
2;29;002;052;06;2;3;10;2;2;2;0;5;0;83;2;029003;;;;4;5;5;4;1;1;1;1;1;2;1;;;;;;;16;;;5;5;026.6579
2;29;002;052;07;2;3;02;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;026.6579
2;29;002;053;01;1;1;35;1;2;1;4;6;0;66;;;;;;3;5;3;4;2;2;1;1;1;1;1;;;;;;;00;;;5;4;031.5686
2;29;002;053;02;2;2;33;1;2;2;4;6;0;81;;;;;;3;5;5;4;2;2;1;1;1;2;1;;;;;;;40;;;5;4;031.5686
2;29;002;053;03;1;3;10;2;2;2;0;5;0;83;2;029003;;;;2;5;5;4;2;2;1;1;1;2;1;;;;;;;08;;;5;4;031.5686
2;29;002;053;04;2;3;06;2;2;2;0;5;0;83;2;029003;;;;5;5;5;4;2;2;1;1;1;2;1;;;;;;;08;;;5;4;031.5686
2;29;002;055;01;2;1;56;1;2;2;2;1;0;54;2;009017;3;;3;4;5;5;3;1;1;1;1;1;2;1;;;;;;;41;91;2;5;5;026.5584
2;29;002;055;02;1;3;24;2;2;2;2;6;0;81;;;;;;5;5;5;3;1;1;1;1;5;;;;;;;;;;;;5;5;026.5584
2;29;001;062;01;2;2;66;2;2;2;1;8;0;82;;;;;;5;5;5;3;3;3;1;1;5;;;;;;;;;;;;5;5;026.5584
2;29;001;062;02;1;1;59;2;2;1;1;6;0;61;;;;;;5;5;5;3;3;3;1;1;5;;;;;;;;;;;;5;5;026.5584
2;29;005;063;01;1;1;48;1;1;1;3;1;0;61;2;800005;1;3;;2;5;1;5;4;4;2;1;5;;;;;;;;;;80;2;5;5;027.2181
2;29;005;063;02;2;2;45;1;1;1;3;1;0;46;2;025005;1;3;;5;5;1;2;4;4;1;1;5;;;;;;;;;;07;2;5;5;027.2181
2;29;002;064;01;1;1;77;1;2;1;8;7;0;55;;;;;;5;5;5;3;1;1;1;1;1;1;1;;;;;;;;;;5;4;026.5584
2;29;002;064;02;2;2;68;2;2;2;8;7;0;56;;;;;;5;5;5;4;1;1;2;1;1;1;1;;;;;;;;;;5;4;026.5584
2;29;002;067;01;1;1;37;1;1;1;5;1;0;61;2;029002;1;1;;3;5;1;3;2;2;1;1;1;2;1;;;;;;;41;08;6;5;4;026.6579
2;29;002;067;02;2;2;36;1;1;1;2;1;0;56;2;011004;1;1;;3;5;1;4;2;2;1;1;1;2;1;;;;;;;41;07;6;5;4;026.6579
2;29;002;067;03;1;3;15;1;2;2;0;5;0;84;2;029005;;;;2;4;5;3;1;1;1;1;1;2;1;;;;;;;16;;;5;5;026.6579
2;29;002;067;04;2;3;14;1;2;2;0;5;0;84;2;029005;;;;2;5;5;3;1;1;1;1;1;2;1;;;;;;;16;;;5;5;026.6579
2;29;002;067;05;1;3;09;2;2;2;0;5;0;83;2;029003;;;;2;5;5;3;1;1;1;1;1;2;1;;;;;;;16;;;5;5;026.6579
2;29;002;067;06;2;3;04;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;026.6579
2;29;002;068;01;1;1;24;1;1;2;3;3;1;89;2;025004;3;;2;4;5;5;3;1;1;1;1;1;2;1;4;2;1;;;;04;;;5;1;032.7658
2;29;002;069;01;1;1;38;1;2;1;7;1;2;48;2;999999;1;1;;5;5;1;5;5;5;1;1;5;;;;;;;;;;97;4;5;5;026.6579
2;29;002;069;02;2;2;32;1;2;2;2;8;0;82;;;;;;5;5;5;2;3;3;1;1;5;;;;;;;;;;;;5;5;026.6579
2;29;002;069;03;2;3;08;2;2;2;0;5;0;83;2;029003;;;;5;5;5;4;4;4;1;1;5;;;;;;;;;;;;5;5;026.6579
2;29;002;069;04;2;3;03;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;026.6579
2;29;002;069;05;2;3;01;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;026.6579
2;29;002;070;01;1;1;36;1;2;1;5;2;0;56;2;043007;3;;1;5;5;1;4;4;4;2;1;5;;;;;;;;;;99;6;5;5;031.5686
2;29;002;070;02;2;2;35;1;1;1;3;9;0;56;;;;;;5;5;5;5;1;1;1;1;1;2;1;;;;;;;41;;;5;5;031.5686
2;29;002;070;03;1;3;05;2;2;2;0;5;0;83;2;029003;;;;5;5;5;5;4;4;1;1;1;2;1;;;;;;;15;;;5;5;031.5686
2;29;002;070;04;2;3;01;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;031.5686
2;29;001;075;01;2;1;89;2;2;2;1;7;0;55;;;;;;5;5;5;4;4;4;1;1;1;1;1;;;;;;;;;;5;5;026.5584
2;29;001;075;02;1;2;85;2;2;1;1;7;0;56;;;;;;5;5;5;4;3;3;1;1;1;1;1;;;;;;;;;;5;5;026.5584
2;29;002;076;01;1;1;75;2;2;1;7;7;0;21;;;;;;1;5;2;5;4;4;1;1;5;;;;;;;;;;;;5;5;026.5584
2;29;002;076;02;2;2;75;2;2;2;7;7;0;54;;;;;;5;5;5;3;3;3;2;1;5;;;;;;;;;;;;5;5;026.5584
2;29;002;077;01;2;1;22;1;1;2;0;3;0;89;2;020006;3;;3;5;5;5;2;1;1;1;1;1;2;1;;;;;;;04;;;5;5;026.5584
2;29;002;077;02;1;3;03;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;026.5584
2;29;001;078;01;1;1;47;2;2;1;5;1;0;61;2;011011;1;3;;5;5;1;4;5;5;1;1;5;;;;;;;;;;80;6;5;5;026.6579
2;29;001;078;02;2;2;42;1;2;2;8;1;0;56;2;022001;3;;3;5;5;5;3;1;1;1;1;1;2;1;;;;;;;35;08;;5;5;026.6579
2;29;001;078;03;2;3;25;1;1;2;3;6;0;81;;;;;;5;5;5;3;3;3;1;1;5;;;;;;;;;;;;5;5;026.6579
2;29;001;078;04;1;3;22;1;1;1;6;6;0;81;;;;;;5;5;1;4;4;4;1;1;5;;;;;;;;;;;;5;5;026.6579
2;29;001;078;05;1;3;18;1;1;2;3;6;0;81;;;;;;5;5;5;4;1;1;1;1;5;;;;;;;;;;;;5;5;026.6579
2;29;001;078;06;2;3;15;2;1;2;0;5;0;84;2;033002;;;;5;5;5;4;1;1;1;1;1;2;1;;;;;;;30;;;5;5;026.6579
2;29;001;078;07;1;3;08;2;2;2;0;5;0;83;2;029003;;;;5;5;5;4;4;4;1;1;5;;;;;;;;;;;;5;5;026.6579
2;29;002;079;01;2;1;24;1;1;2;2;8;0;82;;;;;;5;5;5;2;2;2;1;1;5;;;;;;;;;;;;3;3;026.5584
2;29;002;079;02;1;3;05;2;2;2;0;5;0;83;2;029003;;;;5;5;5;4;4;4;1;1;5;;;;;;;;;;;;5;5;026.5584
2;29;002;080;01;1;1;35;1;1;1;6;2;2;41;2;027007;1;1;;5;5;1;4;3;3;1;1;5;;;;;;;;;;07;2;5;5;032.7658
2;29;002;081;01;1;1;41;1;2;1;2;6;0;56;;;;;;4;5;4;4;1;1;1;1;5;;;;;;;;;;;;5;5;031.5686
2;29;002;081;02;2;2;38;2;2;2;8;8;0;82;;;;;;5;5;5;4;2;2;1;1;5;;;;;;;;;;;;5;5;031.5686
2;29;002;081;03;2;3;18;2;2;2;1;8;0;82;;;;;;5;5;5;4;2;2;1;1;5;;;;;;;;;;;;5;5;031.5686
2;29;002;081;04;1;4;01;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;031.5686
2;29;002;083;01;2;1;70;1;2;1;7;7;0;54;;;;;;5;5;5;3;1;1;1;1;1;1;1;;;;;;;;;;5;5;032.7658
2;29;001;087;01;2;1;29;1;1;2;3;2;0;56;2;025006;3;;1;5;5;5;5;1;1;1;1;1;2;1;;;;;;;19;08;6;5;5;031.5686
2;29;001;087;02;1;2;28;1;1;1;3;6;0;55;;;;;;2;5;5;5;2;2;1;1;1;2;1;;;;;;;04;;;5;5;031.5686
2;29;001;087;03;2;3;08;2;2;2;0;5;0;83;2;029003;;;;4;5;5;5;3;3;1;1;1;1;1;;;;;;;00;;;5;5;031.5686
2;29;001;087;04;2;3;01;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;031.5686
2;29;005;090;01;2;1;30;1;1;1;2;2;0;51;2;027004;1;1;;4;5;1;1;4;4;1;1;5;;;;;;;;;;96;6;5;5;026.6579
2;29;005;090;02;1;2;27;1;1;1;2;1;0;51;2;029005;1;2;;3;4;1;1;4;4;1;1;5;;;;;;;;;;04;6;5;5;026.6579
2;29;005;090;03;2;3;10;2;2;2;0;5;0;83;2;027004;;;;2;5;5;2;3;3;1;1;5;;;;;;;;;;;;5;5;026.6579
2;29;005;090;04;1;3;02;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;026.6579
2;29;005;090;05;2;3;01;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;026.6579
2;29;002;091;01;1;1;61;1;2;1;8;7;0;51;;;;;;5;5;1;5;1;1;1;1;1;1;1;;;;;;;00;;;5;5;026.5584
2;29;002;091;02;2;2;60;2;2;2;8;8;0;82;;;;;;5;5;5;2;4;4;1;1;5;;;;;;;;;;;;5;5;026.5584
2;29;002;092;01;2;1;30;1;1;1;5;1;0;56;2;030003;2;;1;4;5;3;3;1;1;1;1;1;2;1;;;;;;;41;06;6;5;5;032.7658
2;29;002;093;01;2;1;69;1;2;2;8;7;0;56;;;;;;5;5;5;4;2;2;1;1;5;;;;;;;;;;;;5;4;026.5584
2;29;002;093;02;2;4;19;1;1;2;0;4;0;85;2;025008;3;;3;5;5;5;4;1;1;1;1;1;2;1;;;;;;;30;;;4;4;026.5584
2;29;002;095;01;2;1;40;2;2;1;3;8;0;82;;;;;;5;5;5;4;4;4;1;1;5;;;;;;;;;;;;5;4;031.5686
2;29;002;095;02;2;3;17;2;2;2;0;4;0;85;2;031002;;;;1;5;5;4;4;4;1;1;1;2;1;;;;;;;16;;;5;4;031.5686
2;29;002;095;03;1;3;11;2;2;2;0;5;0;84;2;029005;;;;1;5;5;4;4;4;1;1;5;;;;;;;;;;;;5;4;031.5686
2;29;002;095;04;2;3;08;2;2;2;0;5;0;83;2;029003;;;;1;5;5;4;4;4;1;1;5;;;;;;;;;;;;5;4;031.5686
2;29;001;096;01;2;4;83;2;2;2;7;7;0;56;;;;;;5;5;5;2;4;4;1;1;5;;;;;;;;;;;;5;5;028.1426
2;29;001;096;02;2;1;60;1;1;1;2;7;0;41;;;;;;5;5;1;3;4;4;1;1;5;;;;;;;;;;;;5;5;028.1426
2;29;001;096;03;1;3;34;1;1;1;3;1;0;66;2;007015;1;2;;4;5;1;3;4;4;1;1;5;;;;;;;;;;91;6;5;5;028.1426
2;29;002;098;01;2;1;31;1;2;1;7;9;0;54;;;;;;5;5;1;1;3;3;1;1;5;;;;;;;;;;;;5;5;026.6579
2;29;002;098;02;1;2;30;1;2;1;7;6;0;61;;;;;;5;5;1;5;3;3;1;1;5;;;;;;;;;;;;5;5;026.6579
2;29;002;098;03;1;3;13;2;2;2;0;5;0;84;2;015006;;;;5;5;5;3;3;3;1;1;1;1;1;;;;;;;;;;5;5;026.6579
2;29;002;098;04;1;3;01;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;026.6579
2;29;002;098;05;2;3;01;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;026.6579
2;29;002;100;01;2;1;60;2;2;1;2;1;0;55;2;037006;3;;1;5;5;5;3;1;1;1;1;1;2;1;;;;;;;38;65;6;5;5;026.5584
2;29;002;100;02;1;3;37;2;2;1;3;1;0;54;2;037003;3;;1;1;5;5;3;4;4;1;1;5;;;;;;;;;;95;4;4;5;026.5584
2;29;002;102;01;1;1;51;1;2;1;2;1;0;61;2;800001;1;2;;2;5;1;5;5;1;1;1;1;2;1;;;;;;;41;02;6;5;5;026.5584
2;29;002;102;02;2;2;71;1;2;2;1;7;0;56;;;;;;5;5;5;5;3;3;1;2;5;;;;;;;;;;;;5;5;026.5584
2;29;002;105;01;2;1;49;1;2;2;2;6;0;61;;;;;;5;5;5;4;5;2;1;1;5;;;;;;;;;;;;5;5;031.5686
2;29;002;105;02;1;3;19;1;2;2;7;1;0;61;2;007025;3;;3;1;5;5;5;5;4;1;1;5;;;;;;;;;;06;3;5;5;031.5686
2;29;002;105;03;1;3;18;1;2;2;1;3;0;87;;;;;;2;5;5;5;5;2;1;1;5;;;;;;;;;;;;5;5;031.5686
2;29;002;105;04;1;3;16;1;2;2;0;5;0;85;2;051013;;;;5;4;5;5;5;1;1;1;1;2;1;4;2;1;;;;10;;;5;1;031.5686
2;29;002;108;01;1;1;52;1;2;1;1;6;0;51;;;;;;5;5;5;2;1;1;1;1;5;;;;;;;;;;;;5;5;031.5686
2;29;002;108;02;2;2;48;1;2;2;1;2;0;56;2;022001;3;;3;5;5;5;5;4;4;2;1;5;;;;;;;;;;03;6;5;5;031.5686
2;29;002;108;03;2;3;28;1;2;1;2;6;0;48;;;;;;5;5;2;4;1;1;1;1;1;1;1;;;;;;;00;;;5;5;031.5686
2;29;002;108;04;1;3;16;2;2;2;7;3;0;61;1;;;;;4;5;5;4;5;1;1;1;1;2;1;;;;;;;35;;;5;5;031.5686
2;29;002;110;01;2;1;23;1;1;2;3;8;0;81;;;;;;5;5;5;5;2;2;1;1;1;2;1;;;;;;;41;;;5;5;031.5686
2;29;002;110;02;1;2;22;1;1;2;2;6;0;81;;;;;;5;5;5;5;2;2;1;2;1;2;1;;;;;;;04;;;5;5;031.5686
2;29;002;110;03;1;2;02;1;1;2;2;6;0;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;031.5686
2;29;002;110;04;1;3;01;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;031.5686
2;29;001;113;01;2;2;62;2;2;1;4;7;0;41;;;;;;4;5;1;1;3;3;1;1;5;;;;;;;;;;;;5;4;027.2181
2;29;001;113;02;1;1;62;1;1;1;6;7;0;46;;;;;;4;5;2;4;2;2;1;1;5;;;;;;;;;;;;5;4;027.2181
2;29;001;115;01;2;1;72;2;2;2;0;7;0;51;;;;;;2;5;5;3;1;1;1;1;1;2;1;;;;;;;14;;;5;5;033.5797
2;29;001;119;01;1;1;88;2;2;1;2;7;0;32;;;;;;5;5;5;4;5;5;2;1;5;;;;;;;;;;;;5;5;027.2181
2;29;001;119;02;2;2;77;1;2;1;3;7;0;54;;;;;;5;5;2;4;4;1;1;1;1;2;1;;;;;;;18;;;5;4;027.2181
2;29;002;120;01;1;1;79;1;2;1;7;7;0;66;;;;;;5;5;2;4;3;3;1;1;1;1;1;;;;;;;00;;;5;5;026.5584
2;29;002;120;02;2;2;63;2;2;2;8;8;0;82;;;;;;5;5;5;3;3;3;1;1;5;;;;;;;;;;;;5;5;026.5584
2;29;002;121;01;1;1;84;2;2;2;1;7;0;61;;;;;;1;2;5;5;1;1;1;1;1;1;1;;;;;;;00;;;5;5;032.7658
2;29;002;122;01;2;2;45;2;2;2;1;2;0;56;2;008006;2;;3;5;5;5;1;3;3;1;1;1;2;1;;;;;;;04;05;3;5;5;026.6579
2;29;002;122;02;1;1;44;1;2;1;2;1;0;61;2;067102;3;;3;5;5;5;2;1;1;1;1;5;;;;;;;;;;99;6;5;5;026.6579
2;29;002;122;03;2;3;17;1;2;2;0;5;0;85;2;036007;;;;3;5;5;2;1;1;1;1;1;2;1;;;;;;;15;;;5;5;026.6579
2;29;002;122;04;2;3;14;1;2;2;0;5;0;84;2;029005;;;;3;5;5;2;1;1;1;1;1;2;1;;;;;;;15;;;5;5;026.6579
2;29;002;122;05;1;3;11;2;2;2;0;5;0;84;2;029005;;;;3;5;5;2;1;1;1;1;1;2;1;;;;;;;15;;;5;5;026.6579
2;29;003;124;01;1;1;54;1;1;2;1;7;0;66;;;;;;1;3;5;2;2;2;1;1;5;;;;;;;;;;;;5;5;032.3529
2;29;003;124;02;2;2;47;1;2;1;5;1;0;46;2;032012;1;3;;2;5;1;5;3;3;1;1;5;;;;;;;;;;88;2;5;5;032.3529
2;29;003;124;03;2;3;18;1;1;2;0;5;0;85;2;025010;3;;1;3;5;5;2;1;1;1;1;1;2;1;;;;;;;30;;;4;4;032.3529
2;29;003;124;04;2;3;14;1;1;2;0;5;0;84;2;037009;;;;5;5;5;2;1;1;1;1;1;2;1;;;;;;;30;;;5;5;032.3529
2;29;002;127;01;1;1;30;1;2;1;5;1;0;66;2;028005;1;2;;5;5;1;5;4;4;1;1;5;;;;;;;;;;99;1;5;5;027.2181
2;29;002;127;02;2;2;30;1;2;2;5;1;0;32;2;028001;3;;3;5;5;5;1;1;1;1;1;1;2;1;;;;;;;42;04;1;5;5;027.2181
2;29;001;128;01;2;1;84;2;2;1;6;7;0;32;;;;;;5;5;5;5;5;2;1;1;5;;;;;;;;;;;;5;5;033.5797
2;29;002;131;01;2;1;46;1;2;2;8;8;0;82;;;;;;5;5;5;5;1;1;1;1;1;2;1;;;;;;;04;;;5;4;026.6579
2;29;002;131;02;2;3;18;1;2;2;2;6;0;81;;;;;;5;5;5;5;1;1;1;1;1;1;1;;;;;;;00;;;5;4;026.6579
2;29;002;131;03;1;4;18;1;2;2;2;6;0;81;;;;;;5;5;5;5;1;1;1;1;1;2;1;;;;;;;41;;;5;4;026.6579
2;29;002;131;04;1;3;13;2;2;2;0;5;0;84;2;060002;;;;;;5;;;;2;2;1;1;1;;;;;;;00;;;;;026.6579
2;29;002;131;05;1;3;11;2;2;2;0;5;0;84;2;029005;;;;5;5;5;5;1;1;1;1;1;1;1;;;;;;;00;;;5;4;026.6579
2;29;002;134;01;2;1;60;1;2;1;2;7;0;61;;;;;;1;5;1;5;4;4;3;1;5;;;;;;;;;;;;5;5;026.6579
2;29;002;134;02;2;2;50;2;2;2;8;8;0;82;;;;;;5;5;5;1;5;5;3;1;5;;;;;;;;;;;;5;5;026.6579
2;29;002;134;03;1;3;25;1;1;1;5;1;0;61;2;029004;1;4;;3;5;1;5;1;1;1;1;1;2;1;;;;;;;41;07;3;5;5;026.6579
2;29;002;134;04;2;3;24;1;1;1;4;1;0;48;2;025005;1;4;;5;5;1;5;5;5;1;1;5;;;;;;;;;;07;3;5;5;026.6579
2;29;002;134;05;2;3;20;1;1;2;0;4;0;86;2;033001;2;;3;5;5;5;4;1;1;1;1;1;2;1;;;;;;;22;;;5;5;026.6579
2;29;002;134;06;2;3;16;1;1;2;0;4;0;85;2;036013;;;;4;5;5;4;1;1;1;1;1;2;1;;;;;;;15;;;5;5;026.6579
2;29;002;134;07;2;3;08;2;1;2;0;5;0;83;2;029005;;;;4;5;5;4;5;5;1;1;5;;;;;;;;;;;;5;5;026.6579
2;30;007;001;01;1;1;59;2;2;1;4;8;0;61;;;;;;5;5;2;4;2;4;1;1;1;2;1;;;;;;;41;;;5;4;081.9880
2;30;007;001;02;2;2;53;2;2;2;1;8;0;82;;;;;;5;5;5;3;4;4;1;1;5;;;;;;;;;;;;5;5;081.9880
2;30;007;001;03;1;3;21;1;1;1;0;4;0;86;2;025008;3;;3;5;5;4;3;1;1;1;1;1;2;1;;;;;;;27;;;5;4;081.9880
2;30;007;001;04;1;3;19;1;1;1;0;4;0;85;2;022005;3;;3;5;5;3;3;1;1;1;1;1;2;1;;;;;;;27;;;5;5;081.9880
2;30;003;005;01;2;1;20;1;1;1;0;4;0;87;2;025013;2;;3;1;5;4;5;1;1;1;1;5;;;;;;;;;;;;5;5;087.2111
2;30;001;006;01;1;1;41;1;2;1;2;1;0;22;2;037009;3;;1;5;5;4;5;4;4;1;1;5;;;;;;;;;;04;3;5;5;074.9057
2;30;001;006;02;2;2;39;1;1;1;2;1;0;22;2;037009;3;;1;5;5;4;5;4;4;1;1;5;;;;;;;;;;04;3;5;5;074.9057
2;30;001;006;03;1;3;12;1;2;2;0;5;0;84;2;037009;;;;5;5;5;5;4;4;1;1;5;;;;;;;;;;;;5;5;074.9057
2;30;002;007;01;1;1;92;2;2;1;4;7;0;69;;;;;;5;5;4;5;3;3;2;1;5;;;;;;;;;;;;5;5;070.6892
2;30;002;007;02;2;2;87;2;2;1;3;7;0;55;;;;;;5;5;4;4;3;3;2;1;5;;;;;;;;;;;;5;5;070.6892
2;30;002;008;01;1;1;60;1;1;1;6;1;0;32;2;030003;2;;1;1;5;4;2;2;2;1;1;5;;;;;;;;;;99;4;5;4;070.6892
2;30;002;008;02;2;2;60;1;1;1;6;1;0;54;2;031001;2;;3;1;5;2;2;2;2;1;1;5;;;;;;;;;;00;2;5;4;070.6892
2;30;003;010;01;2;1;51;1;1;1;4;1;0;41;2;036005;3;;1;1;5;3;3;2;3;1;1;5;;;;;;;;;;;;4;3;085.0972
2;30;004;011;01;2;1;24;1;1;1;6;6;0;46;;;;;;4;5;1;4;1;1;1;1;5;;;;;;;;;;;;5;5;070.6892
2;30;004;011;02;1;2;24;1;1;1;6;1;0;47;2;968066;1;3;;4;5;1;4;4;4;1;1;4;2;1;;;;;;;90;05;6;5;1;070.6892
2;30;007;014;01;1;1;58;2;1;1;5;7;0;61;;;;;;2;5;4;5;1;1;1;1;5;;;;;;;;;;;;5;5;070.6892
2;30;007;014;02;2;2;54;2;2;2;4;1;0;55;2;031012;3;;1;4;5;5;2;1;1;1;1;5;;;;;;;;;;;;5;5;070.6892
2;30;003;015;01;2;1;39;1;1;1;5;1;1;41;2;050004;1;1;;5;5;1;5;5;3;1;1;5;;;;;;;;;;07;6;5;4;073.0900
2;30;003;015;02;1;2;31;1;1;2;2;1;0;55;2;035002;3;;3;5;1;5;1;5;5;1;1;5;;;;;;;;;;08;3;5;5;073.0900
2;30;003;015;03;1;3;16;1;1;2;0;4;0;84;2;031001;;;;5;5;5;3;5;1;1;1;1;2;1;;;;;;;16;;;5;5;073.0900
2;30;001;017;01;1;1;20;1;1;1;0;1;0;86;2;031007;3;;3;5;5;4;4;3;3;1;1;1;2;1;;;;;;;;;;5;5;087.2111
2;30;006;018;01;1;1;29;1;1;1;5;1;0;32;2;030006;1;2;;5;4;2;4;3;3;2;1;5;;;;;;;;;;03;3;5;5;070.6892
2;30;006;018;02;2;2;27;1;1;1;5;1;0;41;2;030006;3;;1;5;5;5;4;3;3;1;1;5;;;;;;;;;;05;6;5;5;070.6892
2;30;002;019;01;1;1;72;1;1;1;5;7;0;32;;;;;;4;5;2;2;4;4;1;1;5;;;;;;;;;;;;4;4;074.9057
2;30;002;019;02;2;2;52;1;1;1;5;6;0;51;;;;;;4;5;2;2;4;4;1;1;5;;;;;;;;;;;;4;4;074.9057
2;30;002;019;03;1;3;27;1;1;2;6;1;0;32;2;035001;3;;3;1;4;5;4;4;2;1;1;5;;;;;;;;;;08;1;4;3;074.9057
2;30;006;021;01;2;2;51;1;1;1;6;1;0;31;2;019009;3;;2;4;5;5;4;1;1;3;1;1;2;1;;;;;;;41;;6;5;2;070.6892
2;30;006;021;02;1;1;41;1;1;1;3;1;0;85;2;954395;1;1;;4;5;2;4;2;2;1;1;5;;;;;;;;;;;6;5;2;070.6892
2;30;005;022;01;1;1;51;1;2;1;2;6;0;61;;;;;;5;5;5;4;1;1;1;1;5;;;;;;;;;;;;5;3;087.2111
2;30;006;023;01;1;1;30;1;1;1;4;1;0;41;2;030006;1;2;;5;5;1;5;4;5;3;1;5;;;;;;;;;;05;4;2;5;087.2111
2;30;002;024;01;1;1;40;1;1;1;5;2;1;47;2;037002;3;;1;1;5;3;5;4;4;1;1;5;;;;;;;;;;05;6;5;5;087.2111
2;30;004;025;01;1;1;52;1;1;1;3;1;0;51;2;030004;3;;2;2;5;2;3;5;5;1;1;5;;;;;;;;;;04;5;5;5;081.9880
2;30;004;025;02;2;2;48;1;2;1;2;1;0;56;1;;;;;3;5;3;2;4;4;1;1;5;;;;;;;;;;;;5;5;081.9880
2;30;004;025;03;2;3;23;1;1;1;0;4;0;88;2;013012;3;;3;3;2;3;2;1;1;1;1;1;2;1;;;;;;;22;;;5;5;081.9880
2;30;004;025;04;1;3;20;1;1;1;0;4;0;86;2;033003;3;;1;2;5;2;3;1;1;1;1;1;2;1;;;;;;;25;;;5;5;081.9880
2;30;002;028;01;1;1;44;1;1;2;6;1;0;32;2;033006;3;;2;3;5;5;2;1;1;1;1;1;2;1;;;;;;;34;05;1;4;1;070.9540
2;30;002;028;02;2;2;39;1;2;1;6;1;0;32;2;001006;3;;2;3;5;5;2;1;1;1;1;4;2;1;;;;;;;38;00;1;4;3;070.9540
2;30;002;028;03;2;3;10;2;2;2;0;5;0;83;2;033007;;;;5;5;5;2;1;1;1;1;1;2;1;;;;;;;08;;;4;4;070.9540
2;30;002;028;04;1;3;07;2;2;2;0;5;0;83;2;033007;;;;5;5;5;2;1;1;1;1;1;2;1;;;;;;;08;;;4;4;070.9540
